Month,Earnings (USDT),Max Drawdown (USDT)
2023-11,1166.5957558200023,32.74984771000072
2023-12,945.715653009995,63.76186003999919
2024-01,380.51627209999646,145.41250626000328
2024-02,-69.93877550000518,167.19858393001095
2024-03,-57.40052739998756,304.52141246999054
2024-04,-249.27213750000516,272.3606972000057
2024-05,199.7529479000015,87.16826039999978
2024-06,-54.05556580000545,73.50720330000104
Total,2261.9136226299815,
